0.438711	0.440843	0.424181	0.430583
0.422332	0.440177	0.412928	0.438574
0.443786	0.469458	0.413677	0.422395
0.446747	0.453277	0.424314	0.443713
0.433781	0.453887	0.421021	0.446549
0.408397	0.440374	0.407021	0.434168
0.387129	0.409859	0.379447	0.408413
0.384804	0.393600	0.383478	0.387040
0.381313	0.392683	0.374502	0.384541
0.376736	0.383126	0.366805	0.381204
0.397493	0.407428	0.373879	0.376637
0.398209	0.403105	0.389302	0.397603
0.417456	0.417456	0.384647	0.398003
0.372647	0.423387	0.370944	0.417700
0.388622	0.391527	0.368175	0.372736
0.419676	0.423509	0.366435	0.386193
0.455692	0.474619	0.401363	0.419707
0.408673	0.460802	0.407264	0.456005
0.325111	0.417289	0.323816	0.409062
0.310118	0.330486	0.308434	0.325475
0.324265	0.327684	0.307292	0.310074
0.300312	0.336324	0.300172	0.324543
0.296523	0.302207	0.294114	0.300387
0.300582	0.302173	0.294397	0.296509
0.299022	0.301500	0.297536	0.300721
0.302092	0.306428	0.299478	0.299684
0.302275	0.305754	0.296443	0.302389
0.304628	0.305519	0.299611	0.302342
0.308173	0.315657	0.300752	0.304552
0.303232	0.313298	0.301475	0.308222
0.304735	0.305553	0.302567	0.303239
0.309490	0.311585	0.302282	0.304696
0.294320	0.311631	0.293542	0.309476
0.297422	0.299848	0.291652	0.294289
0.296865	0.300466	0.295339	0.297426
0.298541	0.300304	0.295307	0.296741
0.289838	0.299020	0.287485	0.298502
0.302224	0.306162	0.287667	0.289384
0.321114	0.321282	0.296982	0.302318
0.323844	0.328396	0.320919	0.321222
0.322277	0.329350	0.320237	0.323934
0.328678	0.329627	0.318746	0.322449
0.331871	0.333213	0.324969	0.328476
0.337062	0.337147	0.329577	0.331902
0.335476	0.345289	0.335335	0.337065
0.327157	0.340327	0.322388	0.335453
0.320998	0.327308	0.319261	0.327218
0.328841	0.331551	0.318090	0.320913
0.326160	0.329421	0.324244	0.328809
0.326386	0.334444	0.323714	0.326031
0.330664	0.330868	0.321167	0.326346
0.354828	0.354851	0.326826	0.330984
0.349425	0.359778	0.348709	0.354792
0.358307	0.358307	0.348536	0.349462
0.361143	0.367036	0.351588	0.358234
0.354406	0.365387	0.351689	0.359856
0.361837	0.363441	0.351168	0.354405
0.332685	0.374064	0.332630	0.361803
0.342286	0.348977	0.329070	0.332513
0.351309	0.371270	0.333735	0.342234
0.312805	0.355870	0.312001	0.351499
0.309195	0.313777	0.308910	0.312747
0.310730	0.311171	0.308150	0.309229
0.307655	0.326784	0.306873	0.310632
0.309269	0.311644	0.306235	0.307929
0.312383	0.312452	0.307085	0.309246
0.305421	0.312615	0.304067	0.312465
0.303808	0.305060	0.298987	0.305060
0.309446	0.309736	0.301453	0.304055
0.312396	0.312453	0.308168	0.308992
0.311343	0.313666	0.310130	0.312359
0.311342	0.315092	0.310141	0.311541
0.319960	0.320850	0.309338	0.312718
0.319346	0.320777	0.314781	0.319610
0.316756	0.320595	0.315351	0.319281
0.317716	0.320667	0.314653	0.317440
0.320387	0.320739	0.316497	0.317612
0.315066	0.322413	0.314838	0.320468
0.312733	0.316065	0.311575	0.315052
0.313870	0.316362	0.311307	0.312955
0.310611	0.320114	0.308660	0.314098
0.311138	0.311773	0.307536	0.310201
0.313175	0.314576	0.309417	0.311065
0.314266	0.315795	0.311095	0.313107
0.309751	0.317748	0.309367	0.313826
0.315044	0.316385	0.308828	0.310087
0.317192	0.319898	0.314548	0.314766
0.316674	0.320833	0.311987	0.317031
0.305095	0.317879	0.304082	0.316507
0.312021	0.313120	0.302677	0.305133
0.314857	0.316500	0.310925	0.312554
0.316911	0.319301	0.312747	0.315126
